NOTICE_DATE,JOB_SITE_NAME,COUNTY_NAME,WDA_NAME,TOTAL_LAYOFF_NUMBER,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME
03/23/2020,Take 5 Department 556,Harris,Gulf Coast WDA,6,03/22/2020,04/07/2020,Houston
03/23/2020,Take 5 Department 564,Harris,Gulf Coast WDA,5,03/22/2020,04/08/2020,Crosby
03/23/2020,Take 5 Department 565,Galveston,Gulf Coast WDA,5,03/23/2020,04/08/2020,League City
03/23/2020,Take 5 Department 64,Dallas,Dallas County WDA,8,03/22/2020,04/08/2020,Dallas
03/23/2020,Take 5 Department 66,Dallas,Dallas County WDA,9,03/22/2020,04/08/2020,Mesquite
03/23/2020,Take 5 Department 416,Harris,Gulf Coast WDA,7,03/22/2020,04/08/2020,Tomball
03/23/2020,Take 5 Department 172,Bexar,Alamo WDA,2,03/22/2020,04/01/2020,San Antonio
03/23/2020,Take 5 Department 73,Dallas,Dallas County WDA,5,03/22/2020,04/08/2020,Duncanville
03/23/2020,Take 5 Department 542,Harris,Gulf Coast WDA,4,03/22/2020,04/07/2020,Katy
03/23/2020,Take 5 Department 544,Harris,Gulf Coast WDA,9,03/22/2020,04/07/2020,Humble
03/23/2020,Take 5 Department 545,Harris,Gulf Coast WDA,3,03/22/2020,04/07/2020,Houston
03/23/2020,Take 5 Department 547,Harris,Gulf Coast WDA,5,03/22/2020,04/07/2020,Deer Park
03/23/2020,Take 5 Department 105,Montgomery,Gulf Coast WDA,6,03/22/2020,04/07/2020,Spring
03/23/2020,Take 5 Department 238,Fort Bend,Gulf Coast WDA,4,03/22/2020,04/08/2020,Missouri City
03/23/2020,Eviti Gaming Headquarters,Travis,Capital Area WDA,183,03/23/2020,04/07/2020,Austin
03/23/2020,Take 5 Department 235,Harris,Gulf Coast WDA,6,03/22/2020,04/08/2020,Houston
03/23/2020,Take 5 Department 205,Harris,Gulf Coast WDA,6,03/22/2020,04/08/2020,Houston
03/23/2020,Take 5 Department 217,Harris,Gulf Coast WDA,4,03/22/2020,04/08/2020,Pasadena
03/23/2020,Take 5 Department 226,Montgomery,Gulf Coast WDA,3,03/22/2020,04/08/2020,Conroe
03/23/2020,Take 5 Department 230,Harris,Gulf Coast WDA,2,03/23/2020,04/08/2020,Pasadena
03/23/2020,Take 5 Department 231,Harris,Gulf Coast WDA,9,03/22/2020,04/08/2020,Baytown
03/23/2020,Take 5 Department 106,Montgomery,Gulf Coast WDA,4,03/22/2020,04/07/2020,Conroe
03/23/2020,Eveti Production Facility,Travis,Capital Area WDA,48,03/23/2020,04/07/2020,Austin
03/23/2020,Hooters - Beltline Rd.,Dallas,Dallas County WDA,36,03/16/2020,04/14/2020,Addison
03/23/2020,Take 5 Department 549,Fort Bend,Gulf Coast WDA,3,03/22/2020,04/08/2020,Rosenberg
03/23/2020,Hooters - Ingram Rd.,Bexar,Alamo WDA,59,03/16/2020,04/14/2020,San Antonio
03/23/2020,Hooters - San Pedro,Bexar,Alamo WDA,46,03/16/2020,04/14/2020,San Antonio
03/23/2020,Hooters - Commerce St.,Bexar,Alamo WDA,35,03/16/2020,04/14/2020,San Antonio
03/23/2020,Hooters -  Selma,Bexar,Alamo WDA,36,03/16/2020,04/14/2020,Selma
03/23/2020,Hooters - Rudder Fwy,Brazos,Brazos Valley WDA,53,03/16/2020,04/14/2020,Bryan
03/23/2020,Hooters - Bass Pro Dr.,Cameron,Cameron County WDA,61,03/16/2020,04/14/2020,Harlingen
03/23/2020,Take 5 Department 530,Collin,North Central Texas WDA,8,03/22/2020,04/14/2020,Murphy
03/23/2020,Hooters - S. Padre Island Dr,Nueces,Coastal Bend WDA,51,03/16/2020,04/14/2020,Corpus Christi
03/23/2020,Hooters - Wurbach Rd.,Bexar,Alamo WDA,40,03/16/2020,04/14/2020,San Antonio
03/23/2020,Hooters - N. Lamar,Dallas,Dallas County WDA,80,03/16/2020,04/14/2020,Dallas
03/23/2020,Hooters - N. Bass Pro Dr.,Dallas,Dallas County WDA,42,03/16/2020,04/14/2020,Garland
03/23/2020,Hooters - IH 20 West,Dallas,Dallas County WDA,66,03/16/2020,04/14/2020,Grand Prairie
03/23/2020,Hooters - N. Beltline,Dallas,Dallas County WDA,50,03/16/2020,04/14/2020,Irving
03/23/2020,Hooters - Market Place Blvd.,Dallas,Dallas County WDA,36,03/16/2020,04/14/2020,Irving
03/23/2020,Hooters - Towne Crossing Blvd.,Dallas,Dallas County WDA,58,03/16/2020,04/14/2020,Mesquite
03/23/2020,Take 5 Department 184,Bexar,Alamo WDA,5,03/22/2020,04/13/2020,San Antonio
03/23/2020,Hooters - Sherwood Way,Tom Green,Concho Valley WDA,47,03/13/2020,04/14/2020,San Angelo
03/23/2020,Take 5 Department 194,Bexar,Alamo WDA,6,03/22/2020,04/14/2020,Schertz
03/23/2020,Take 5 Department 185,Bexar,Alamo WDA,7,03/22/2020,04/13/2020,Universal City
03/23/2020,Take 5 Department 186,Bexar,Alamo WDA,5,03/22/2020,04/13/2020,Live Oak
03/23/2020,Take 5 Department 187,Bexar,Alamo WDA,4,,04/13/2020,Converse
03/23/2020,Take 5 Department 188,Bexar,Alamo WDA,4,03/22/2020,04/13/2020,San Antonio
03/23/2020,Take 5 Department 189,Comal,Alamo WDA,8,03/22/2020,04/13/2020,New Braunfels
03/23/2020,Take 5 Department 190,Bexar,Alamo WDA,5,03/22/2020,04/13/2020,San Antonio
03/23/2020,Take 5 Department 191,Bexar,Alamo WDA,6,03/22/2020,04/13/2020,San Antonio
03/23/2020,Take 5 Department 49,Dallas,Dallas County WDA,5,03/22/2020,04/14/2020,Dallas
03/23/2020,Take 5 Department 193,Comal,Alamo WDA,9,03/22/2020,04/13/2020,Canyon Lake
03/23/2020,Hooters - Heards Ln.,Galveston,Gulf Coast WDA,63,03/16/2020,04/14/2020,Galveston
03/23/2020,Take 5 Department 195,Kendall,Alamo WDA,1,03/22/2020,04/14/2020,Boerne
03/23/2020,Take 5 Department 196,Bexar,Alamo WDA,6,03/22/2020,04/14/2020,San Antonio
03/23/2020,Take 5 Department 197,Bexar,Alamo WDA,5,03/22/2020,04/14/2020,Helotes
03/23/2020,Take 5 Department 505,Johnson,North Central Texas WDA,3,03/22/2020,04/14/2020,Burleson
03/23/2020,Hooters,Bexar,Alamo WDA,52,03/16/2020,04/14/2020,Kirby
03/23/2020,Take 5 Department 506,Dallas,Dallas County WDA,5,03/22/2020,04/14/2020,Cedar Hill
03/23/2020,Take 5 Department 509,Palo Pinto,North Central Texas WDA,5,03/22/2020,04/14/2020,Mineral Wells
03/23/2020,Take 5 Department 192,Bexar,Alamo WDA,5,03/22/2020,04/13/2020,San Antonio
03/23/2020,Hooters - Preston Rd.,Collin,North Central Texas WDA,26,03/16/2020,04/15/2020,Frisco
03/23/2020,Hooters - FM 1960,Fort Bend,Gulf Coast WDA,28,03/31/2020,04/14/2020,Houston
03/23/2020,Hooters - SW Blvd.,Tarrant,Tarrant County WDA,20,03/16/2020,04/15/2020,Fort Worth
03/23/2020,Hooters - Throckmorton,Tarrant,Tarrant County WDA,50,03/16/2020,04/15/2020,Fort Worth
03/23/2020,Hooters - Crossroads,Tarrant,Tarrant County WDA,49,03/16/2020,04/15/2020,Grapevine
03/23/2020,Hooters - Grapevine Hwy,Tarrant,Tarrant County WDA,50,03/16/2020,04/15/2020,Richland Hills
03/23/2020,Hooters - Sunmount,El Paso,Borderplexjobs WDA,75,03/16/2020,04/15/2020,El Paso
03/23/2020,Hooters - State Line,Bowie,North East Texas WDA,33,03/16/2020,04/15/2020,Texarkana
03/23/2020,Hooters - N. Collins,Tarrant,Tarrant County WDA,64,03/16/2020,04/15/2020,Arlington
03/23/2020,Hooters - Uptown,Dallas,North Central Texas WDA,45,03/16/2020,04/15/2020,Cedar Hill
03/23/2020,Hooters - Overland Trl,Jones,West Central WDA,40,03/16/2020,04/15/2020,Abilene
03/23/2020,Hooters - Plano,Collin,North Central Texas WDA,36,03/16/2020,04/15/2020,Plano
03/23/2020,Hooters - Call Field Rd.,Archer,North Texas WDA,31,03/16/2020,04/15/2020,Wichita Falls
03/23/2020,Hooters - Denton,Denton,North Central Texas WDA,54,03/16/2020,04/15/2020,Denton
03/23/2020,Hooters - S. Stemmons,Denton,North Central Texas WDA,51,03/16/2020,04/15/2020,Lewisville
03/23/2020,Hooters - N. Central Exwy,Collin,North Central Texas WDA,37,03/16/2020,04/15/2020,McKinney
03/23/2020,Alsco-Center Branch,Harris,Gulf Coast WDA,1,04/06/2020,04/27/2020,Houston
03/23/2020,Holiday Inn-Austin,Travis,Capital Area WDA,67,03/23/2020,04/30/2020,Austin
03/23/2020,Hooters - East Expressway,Hidalgo,Lower Rio Grande Valley WDA,50,03/16/2020,04/15/2020,McAllen
03/23/2020,Hooters - Jack Kultgen Fwy,McLennan,Heart of Texas WDA,36,03/16/2020,04/14/2020,Waco
03/23/2020,Hooters - Tombail Fwy,Fort Bend,Gulf Coast WDA,37,03/16/2020,04/14/2020,Houston
03/23/2020,Hooters - Katy Fwy,Fort Bend,Gulf Coast WDA,531,03/16/2020,04/14/2020,Katy
03/23/2020,Hooters - Hwy 59 North,Harris,Gulf Coast WDA,53,03/16/2020,04/14/2020,Humble
03/23/2020,Hooters - Sam Houston,Harris,Gulf Coast WDA,62,03/16/2020,04/14/2020,Pasadena
03/23/2020,Hooters - South Fwy,Brazoria,Gulf Coast WDA,51,03/16/2020,04/14/2020,Pearland
03/23/2020,Hooters - NASA Rd.,Harris,Gulf Coast WDA,44,03/16/2020,04/14/2020,Seabrook
03/23/2020,Hooters - Gulf Fwy,Harris,Gulf Coast WDA,46,03/16/2020,04/14/2020,Webster
03/23/2020,Hooters - West I-20,Tarrant,Tarrant County WDA,60,03/16/2020,04/15/2020,Arlington
03/23/2020,Take 5 Department 110,Brazos,Brazos Valley WDA,4,03/22/2020,04/14/2020,Bryan
03/23/2020,Hooters - 4710 I-0 East,Harris,Gulf Coast WDA,46,03/16/2020,04/14/2020,Baytown
03/23/2020,Hooters - 40 West,Potter,Panhandle WDA,47,03/16/2020,04/15/2020,Amarillo
03/23/2020,Hooters - S.W. Fwy,Fort Bend,Gulf Coast WDA,45,03/16/2020,04/15/2020,Stafford
03/23/2020,Hooters - 850 I-10,Jefferson,South East Texas WDA,37,03/16/2020,04/15/2020,Beaumont
03/23/2020,Hooters - San Bernardo,Webb,South Texas WDA,39,03/16/2020,04/15/2020,Laredo
03/23/2020,Hooters - John Ben Shepperd Pkwy.,Ector,Permian Basin WDA,69,03/16/2020,04/15/2020,Odessa
03/23/2020,Hooters - 27001 H35,Williamson,Rural Capital WDA,80,03/16/2020,04/15/2020,Round Rock
03/23/2020,Hooters - San Marcos,Hays,Rural Capital WDA,61,03/16/2020,04/15/2020,San Marcos
03/23/2020,Houston Marriott Westchase,Harris,Gulf Coast WDA,175,03/20/2020,04/14/2020,Houston
03/23/2020,Take 5 Department 503,Johnson,Tarrant County WDA,3,03/22/2020,04/10/2020,Burleson
03/23/2020,Tske 5 Department 510,Tarrant,Tarrant County WDA,3,03/22/2020,04/10/2020,Bedford
03/23/2020,Take 5 Department 435,Tarrant,Tarrant County WDA,7,03/23/2020,04/10/2020,Saginaw
03/23/2020,Take 5 Department 436,Montgomery,Gulf Coast WDA,3,03/22/2020,04/10/2020,Magnolia
03/23/2020,Take 5 Department 441,Lubbock,South Plains WDA,5,03/22/2020,04/10/2020,Lubbock
03/23/2020,Take 5 Department 442,Lubbock,South Plains WDA,10,03/22/2020,04/10/2020,Lubbock
03/23/2020,Take 5 Department 444,Lubbock,South Plains WDA,6,03/22/2020,04/10/2020,Lubbock
03/23/2020,Take 5 Department 433,Harris,Gulf Coast WDA,4,03/22/2020,04/10/2020,Tomball
03/23/2020,Take 5 Department 502,Tarrant,Tarrant County WDA,4,03/22/2020,04/10/2020,Arlington
03/23/2020,Take 5 Department 425,Tarrant,Tarrant County WDA,9,03/22/2020,04/10/2020,Fort Worth
03/23/2020,Take 5 Department 57,Dallas,Dallas County WDA,5,03/22/2020,04/08/2020,Dallas
03/23/2020,Chalk Mountain Services of Texas LLC,Winkler,Permian Basin WDA,46,03/23/2020,04/13/2020,Kermit
03/23/2020,Take 5 Department 61,Dallas,Dallas County WDA,7,03/22/2020,04/09/2020,Dallas
03/23/2020,Take 5 Department 500,Parker,North Central Texas WDA,3,03/22/2020,04/10/2020,Aledo
03/23/2020,Rabalais I & E,Galveston,Gulf Coast WDA,110,03/23/2020,04/13/2020,Texas City
03/23/2020,US Steel Tubular - Lone Star Tubualr,Morris,North East Texas WDA,593,05/24/2020,04/13/2020,Lone Star
03/23/2020,OTG Management,Harris,Gulf Coast WDA,353,03/16/2020,04/13/2020,Houston
03/23/2020,Take 5 Department 501,Tarrant,Tarrant County WDA,4,03/22/2020,04/10/2020,Arlington
03/23/2020,Take 5 Department 206,Travis,Capital Area WDA,7,03/22/2020,04/09/2020,Pflugerville
03/23/2020,Take 5 Department 58,Dallas,Dallas County WDA,8,03/22/2020,04/09/2020,Dallas
03/23/2020,Hooters - Hwy 6 South,Fort Bend,Gulf Coast WDA,31,03/16/2020,04/14/2020,Houston
03/23/2020,Take 5 Department 183,Bexar,Alamo WDA,5,03/22/2020,04/13/2020,San Antonio
03/23/2020,Take 5 Department 62,Dallas,Dallas County WDA,6,03/22/2020,04/09/2020,Garland
03/23/2020,Take 5 Deaprtment 63,Dallas,Dallas County WDA,8,03/22/2020,04/09/2020,Dallas
03/23/2020,Take 5 Department 68,Dallas,Dallas County WDA,5,03/22/2020,04/09/2020,Richardson
03/23/2020,Take 5 Department 554,Harris,Gulf Coast WDA,6,03/22/2020,04/09/2020,Katy
03/23/2020,Take 5 Department 96,Tarrant,Tarrant County WDA,8,03/22/2020,04/09/2020,Fort Worth
03/23/2020,Chalk Montain Services of Texas LLC - Pleasanton,Atascosa,Alamo WDA,219,04/06/2020,04/13/2020,Pleasanton
03/23/2020,Take 5 Department 209,Hays,Rural Capital WDA,8,03/22/2020,04/09/2020,San Marcos
03/23/2020,Take 5 Department 212,Bell,Central Texas WDA,3,03/22/2020,04/09/2020,Temple
03/23/2020,Take 5 Department 276,Bell,Central Texas WDA,8,03/22/2020,04/10/2020,Killeen
03/23/2020,Take 5 Department 241,Travis,Capital Area WDA,5,03/22/2020,04/10/2020,Austin
03/23/2020,Take 5 Department 244,Travis,Capital Area WDA,7,03/22/2020,04/10/2020,Austin
03/23/2020,Take 5 Department 405,Bexar,Alamo WDA,4,03/22/2020,04/10/2020,San Antonio
03/23/2020,Take 5 Department 421,Collin,North Central Texas WDA,6,03/22/2020,04/10/2020,Plano
03/23/2020,Take 5 Department 79,Harris,Gulf Coast WDA,3,03/22/2020,04/09/2020,Spring
03/23/2020,Take 5 Department 550,Harris,Gulf Coast WDA,4,03/22/2020,04/09/2020,Houston
03/23/2020,Take 5 Department 598,Potter,Panhandle WDA,4,03/22/2020,04/10/2020,Amarillo
03/23/2020,Take 5 Department 513,Andrews,Permian Basin WDA,3,03/22/2020,04/10/2020,Andrews
03/23/2020,Take 5 Department 70,Denton,North Central Texas WDA,6,03/22/2020,04/10/2020,Plano
03/23/2020,Take 5 Department 504,Johnson,North Central Texas WDA,6,03/22/2020,04/10/2020,Burleson
03/23/2020,Take 5 Department 72,Bowie,North East Texas WDA,4,03/22/2020,04/13/2020,Texarkana
03/23/2020,Take 5 Department 208,Denton,North Central Texas WDA,4,03/22/2020,04/10/2020,Lewisville
03/23/2020,Take 5 Department 202,Hays,Rural Capital WDA,6,03/22/2020,04/10/2020,San Marcos
03/23/2020,Take 5 Department 596,Bexar,Alamo WDA,3,03/22/2020,04/10/2020,San Antonio
03/23/2020,Take 5 Department 201,Bexar,Alamo WDA,4,03/22/2020,04/13/2020,San Antonio
03/23/2020,Take 5 Department 69,Denton,North Central Texas WDA,4,03/22/2020,04/10/2020,Plano
03/23/2020,Take 5 Department 177,Bexar,Alamo WDA,5,03/22/2020,04/13/2020,San Antonio
03/23/2020,America's Auto Auction,Montgomery,Gulf Coast WDA,17,03/17/2020,04/13/2020,Conroe
03/23/2020,America's Auto Auction - Almeda-Genoa Rd,Fort Bend,Gulf Coast WDA,58,03/17/2020,04/13/2020,Houston
03/23/2020,America's Auton Auction - Almed-Genoa Rd.,Dallas,Dallas County WDA,10,03/17/2020,04/13/2020,Irving
03/23/2020,Take 5 Department 178,Bexar,Alamo WDA,2,03/22/2020,04/13/2020,San Antonio
03/23/2020,Take 5 Department 180,Bexar,Alamo WDA,5,03/22/2020,04/13/2020,San Antonio
03/23/2020,Take 5 Department 181,Bexar,Alamo WDA,10,03/22/2020,04/13/2020,San Antonio
03/23/2020,Take 5 Department 182,Bexar,Alamo WDA,5,03/22/2020,04/13/2020,San Antonio
03/23/2020,Take 5 Department 200,Comal,Alamo WDA,4,03/22/2020,04/13/2020,Spring Branch
03/23/2020,Take 5 Department 519,Ector,Permian Basin WDA,9,03/22/2020,04/10/2020,Odessa
03/23/2020,Take 5 Department 514,Howard,Permian Basin WDA,4,03/22/2020,04/10/2020,Big Spring
03/23/2020,Take 5 Department 515,Midland,Permian Basin WDA,5,03/22/2020,04/10/2020,Midland
03/23/2020,Take 5 Department 516,Midland,Permian Basin WDA,7,03/22/2020,04/10/2020,Midland
03/23/2020,Take 5 Department 517,Midland,Permian Basin WDA,6,03/22/2020,04/10/2020,Midland
03/23/2020,Take 5 Department 518,Ector,Permian Basin WDA,5,03/22/2020,04/10/2020,Odessa
03/23/2020,Take 5 Department 59,Dallas,Dallas County WDA,5,03/22/2020,04/10/2020,Dallas
03/23/2020,Take 5 Department 520,Randall,Panhandle WDA,5,03/22/2020,04/10/2020,Canyon
03/23/2020,Take 5 Department 521,Deaf Smith,Panhandle WDA,4,03/22/2020,04/10/2020,Hereford
03/23/2020,Take 5 Department 522,Lubbock,South Plains WDA,6,03/22/2020,04/10/2020,Lubbock
03/23/2020,Take 5 Department 523,Hale,South Plains WDA,4,03/22/2020,04/10/2020,Plainview
03/23/2020,Take 5 Department 524,Taylor,West Central WDA,6,03/22/2020,04/10/2020,Abilene
03/23/2020,Take 5 Department 525,Lubbock,South Plains WDA,3,03/22/2020,04/10/2020,Lubbock
03/23/2020,Take 5 Department 526,Lubbock,South Plains WDA,4,03/22/2020,04/10/2020,Lubbock
03/23/2020,Take 5 Department 529,Lubbock,South Plains WDA,4,03/22/2020,04/10/2020,Lubbock
03/23/2020,Take 5 Department 552,Harris,Gulf Coast WDA,6,03/22/2020,04/09/2020,Baytown
03/22/2020,Vacation Publications dba Vacations To,Harris,Gulf Coast WDA,325,03/06/2020,03/25/2020,Houston
03/22/2020,CBC Restaurant Corp. dba Corner Bakery Café,Dallas,Dallas County WDA,67,03/29/2020,04/01/2020,Dallas
03/21/2020,Wyndham San Antonio Riverwalk,Bexar,Alamo WDA,141,03/23/2020,03/25/2020,San Antonio
03/21/2020,Embassy Suites-San Antonio,Bexar,Alamo WDA,41,03/23/2020,03/25/2020,San Antonio
03/21/2020,Marriott Dallas Addison Quorum by the Galleria,Dallas,Dallas County WDA,79,03/23/2020,03/25/2020,Dallas
03/21/2020,Marriott Odessa Hotel,Ector,Permian Basin WDA,127,03/24/2020,03/25/2020,Odessa
03/21/2020,Austin Hotel and Residences,Travis,Capital Area WDA,210,03/23/2020,03/25/2020,Austin
03/20/2020,Warwick Melrose Hotel,Dallas,Dallas County WDA,113,03/22/2020,03/25/2020,Dallas
03/20/2020,Sheraton Ft. Worth,Tarrant,Tarrant County WDA,164,03/20/2020,03/25/2020,Ft. Worth
03/20/2020,Virgin Hotels Dallas,Dallas,Dallas County WDA,199,03/20/2020,03/20/2020,Dallas
03/20/2020,FTS International Services-Odessa,Ector,Permian Basin WDA,207,03/20/2020,03/20/2020,Odessa
03/20/2020,Sydell Hotels LLC,Travis,Capital Area WDA,181,03/16/2020,03/20/2020,Austin
03/20/2020,Hilton Lincoln Center,Dallas,Dallas County WDA,97,03/25/2020,03/25/2020,Dallas
03/20/2020,Tapatio Springs Resort,Kendall,Alamo WDA,58,03/23/2020,03/25/2020,Boerne
03/20/2020,Sport Clips,Williamson,Rural Capital WDA,66,03/23/2020,03/25/2020,Georgetown
03/20/2020,Benchmark Hospitality of Corpus Christi,Nueces,Coastal Bend WDA,115,03/21/2020,03/25/2020,Corpus Ch
03/20/2020,SA Burger,Hays,Rural Capital WDA,5,03/20/2020,03/25/2020,San Marcos
03/20/2020,Rio Plaza,Bexar,Alamo WDA,3,03/20/2020,03/25/2020,San Antonio
03/20/2020,Mule Restaurant Group,Bexar,Alamo WDA,147,03/20/2020,03/25/2020,San Antonio
03/20/2020,Four Seasons Hotel-Austin,Travis,Capital Area WDA,369,03/23/2020,03/30/2020,Austin
03/20/2020,Hilton-Arlington,Tarrant,Tarrant County WDA,83,03/20/2020,04/13/2020,Arlington
03/19/2020,Marriott Austin South,Travis,Capital Area WDA,69,03/20/2020,03/19/2020,Austin
03/19/2020,El Fenix,Dallas,Dallas County WDA,70,03/16/2020,03/25/2020,Dallas
03/19/2020,Apache Corp.-Midland,Midland,Permian Basin WDA,85,03/18/2020,03/19/2020,Midland
03/19/2020,Punch Bowl Social,Dallas,Dallas County WDA,93,03/16/2020,03/19/2020,Dallas
03/19/2020,Punch Bowl Social-Domain,Travis,Capital Area WDA,92,03/16/2020,03/19/2020,Austin
03/19/2020,Tenaris-IPSCO Koppel Tubulars,Harris,Gulf Coast WDA,223,04/17/2020,03/19/2020,Baytown
03/19/2020,Texas Central School Bus,Tarrant,Tarrant County WDA,309,03/17/2020,03/19/2020,Keller
03/19/2020,Sheraton Suites Market Center,Dallas,Dallas County WDA,56,03/23/2020,03/25/2020,Dallas
03/19/2020,Punch Bowl Social-Congress,Travis,Capital Area WDA,130,03/16/2020,03/19/2020,Austin
03/19/2020,FTS International Services-Pleasnton,Atascosa,Alamo WDA,207,03/19/2020,03/19/2020,Pleasanton
03/19/2020,Uncle Julio's-Dallas,Dallas,Dallas County WDA,82,03/19/2020,04/15/2020,Dallas
03/18/2020,Haliburton Energy Services-N. Sam Houston,Harris,Gulf Coast WDA,3500,03/23/2020,03/18/2020,Houston
03/17/2020,FTS International Services,Tarrant,Tarrant County WDA,35,03/17/2020,03/17/2020,Ft. Worth
03/17/2020,Four Seasons Resort,Dallas,Dallas County WDA,100,03/17/2020,03/17/2020,Irving
03/17/2020,Ra Sushi Addison Corp,Dallas,Dallas County WDA,36,03/07/2020,04/08/2020,Addison
03/16/2020,Schulte Companies-NE Loop 410,Bexar,Alamo WDA,27,03/16/2020,04/08/2020,San Antonio
03/16/2020,Alamo Drafthouse-Katy,Fort Bend,Gulf Coast WDA,121,03/16/2020,04/14/2020,Katy
03/16/2020,Alamo Drafthouse-Lubbock,Lubbock,South Plains WDA,121,03/16/2020,03/31/2020,Lubbock
03/16/2020,Pappadeaux Seafood Kitchen 04,Harris,Gulf Coast WDA,100,,04/13/2020,Houston
03/16/2020,Aramark Educational Services of TX,Bexar,Alamo WDA,420,03/16/2020,04/07/2020,San Antonio
03/16/2020,Alamo Drafthouse - El Paso,El Paso,Borderplexjobs WDA,116,03/16/2020,03/30/2020,El Paso
03/13/2020,"Hohmann & Barnard, Inc.",Tarrant,Tarrant County WDA,13,06/26/2020,03/13/2020,Fort Worth
03/13/2020,M&M Manufacturing,Tarrant,Tarrant County WDA,43,05/15/2020,03/13/2020,Fort Worth
03/10/2020,SXSW,Travis,Capital Area WDA,60,03/06/2020,03/10/2020,Austin
03/09/2020,"Cargo Leasing Services, LLC",Bexar,Alamo WDA,60,05/08/2020,03/09/2020,San Antonio
03/06/2020,"Aryzta, LLC",Travis,Capital Area WDA,95,03/06/2020,03/06/2020,Austin
03/03/2020,USAA - San Antonio,Bexar,Alamo WDA,26,05/04/2020,03/04/2020,San Antonio
02/28/2020,"NortonLifeLock, Inc.",Collin,North Central Texas WDA,2,04/20/2020,03/05/2020,Plano
02/26/2020,Windhaven Insurance-Dallas,Dallas,Dallas County WDA,96,02/28/2020,02/26/2020,Dallas
02/25/2020,TPC Group's,Jefferson,South East Texas WDA,100,04/30/2020,02/27/2020,Port Neches
02/25/2020,Bellaire Medical Center-Cornerstone Specialty Hospitals,Harris,Gulf Coast WDA,126,04/25/2020,02/25/2020,Houston
02/25/2020,King's Manor Methodist Retirement System-Westgate Nursing Home,Deaf Smith,Panhandle WDA,70,04/27/2020,02/25/2020,Hereford
02/25/2020,Windhaven Insurance-Austin,Travis,Capital Area WDA,35,02/28/2020,02/26/2020,Austin
02/21/2020,Blue Apron- Arlington,Tarrant,Tarrant County WDA,254,04/20/2020,02/21/2020,Arlington
02/19/2020,AmerisourceBergen-PharMedium Healthcare,Fort Bend,Gulf Coast WDA,365,04/20/2020,02/19/2020,Sugar Land
02/18/2020,"Alta Mesa Services, LP",Harris,Gulf Coast WDA,91,02/18/2020,02/18/2020,Houston
02/12/2020,Railcrew Xpress-RCX Logistics-Austin,Travis,Capital Area WDA,88,04/12/2020,02/12/2020,Austin
02/12/2020,XPO Logistics-Ft Worth,Denton,North Central Texas WDA,304,04/12/2020,02/12/2020,Ft. Worth
02/12/2020,Railcrew Express-RCX Logistics,Harris,Gulf Coast WDA,110,04/12/2020,02/12/2020,Houston
02/05/2020,Watson Grinding and Manufacturing,Harris,Gulf Coast WDA,88,01/24/2020,02/05/2020,Houston
02/04/2020,Transform SR LLC #01377-and #06222 Formally Sears,Harris,Gulf Coast WDA,77,04/12/2020,02/21/2020,Houston
02/03/2020,Waitr and Bite Squad,Jefferson,South East Texas WDA,219,04/06/2020,02/04/2020,Beaumont
01/31/2020,TTEC - Ennis,Ellis,North Central Texas WDA,50,03/28/2020,02/03/2020,Ennis
01/31/2020,Gulf Stream Marine - Industrial Terminal Facility,Harris,Gulf Coast WDA,210,03/31/2020,02/03/2020,Houston
01/30/2020,Coca Cola-Southwest Beverages-Nacogdoches,Nacogdoches,Deep East Texas WDA,74,04/03/2020,01/31/2020,Nacogdoches
01/29/2020,"Sheridan Production Company, LLC",Andrews,Permian Basin WDA,116,03/31/2020,01/29/2020,Andrews
01/28/2020,At Home with Shanel,Collin,North Central Texas WDA,1,02/28/2020,01/28/2020,Plano
01/27/2020,Sheridan Production Co.-Houston,Harris,Gulf Coast WDA,130,03/31/2020,02/07/2020,Houston
01/21/2020,Concentrix CVG CORP,Gregg,East Texas WDA,127,03/27/2020,01/28/2020,Longview
01/15/2020,Comcast-Technician Logistics Center,Harris,Gulf Coast WDA,58,04/17/2020,01/24/2020,Houston
01/15/2020,Belk-Dallas Galleria,Dallas,Dallas County WDA,68,03/21/2020,01/15/2020,Dallas
01/15/2020,Kindred Hospital Spring,Harris,Gulf Coast WDA,160,03/17/2020,01/15/2020,Houston
01/15/2020,Kindred Hospital-Ft. Worth,Tarrant,Tarrant County WDA,180,03/15/2020,01/15/2020,Ft. Worth
01/15/2020,Kindred Hospital-Dallas,Dallas,Dallas County WDA,201,03/15/2020,01/15/2020,Dallas
01/13/2020,Fluor - Glen Rose,Somervell,North Central Texas WDA,70,01/30/2020,01/13/2020,Glen Rose
01/08/2020,Kindred Hospital-Bay Area,Harris,Gulf Coast WDA,137,03/08/2020,01/08/2020,Pasadena
01/08/2020,Kindred Hospital-Tomball,Harris,Gulf Coast WDA,147,03/08/2020,01/08/2020,Tomball
01/08/2020,Triumph Hospital - The Heights,Harris,Gulf Coast WDA,138,03/08/2020,01/08/2020,Houston
01/06/2020,Apache Corp-San Antonio,Bexar,Alamo WDA,272,03/06/2020,01/06/2020,San Antonio
01/06/2020,"Valerus Field Solutions, LP",Austin,Gulf Coast WDA,250,03/07/2020,01/07/2020,Sealy
01/03/2020,"Fleetwood Transportation Services, Inc.& Fleetwood Logistics",Angelina,Deep East Texas WDA,49,12/31/2019,01/03/2020,Burke
